date,skill,jobs_count,job_openings,avg_salary_usd,remote_pct,python_pct,aws_pct,gdp_growth,vc_funding_tech_bn,emerging_flag,experience_level,location_demand,industry_growth,source_count,month_sin,month_cos,semantic_skill_score,jobs_lag_1,jobs_lag_3,jobs_lag_6,jobs_lag_12,rolling_avg_3,rolling_avg_6,rolling_avg_12,trend_volatility,hiring_velocity,demand_acceleration,demand_momentum,workforce_growth_rate,skill_growth_rate,technology_adoption_rate,trend_slope_6,forecast_weight
2020-11,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111296.0,0.0,0.0,15500.25,55747.045454545456,37967.70338557491,0.0,0.0,0.0,-0.5447741651268372,0.0,0.0,-13285.928571428567,1.0
2020-12,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93001.5,0.0,0.0,0.0,51101.458333333336,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
2021-01,AWS,148987.0,256400.0,115437.5,45.3125,74.5,60.0625,1.2,65.0,1.0,5.853383458646617,1.0,1.0,1.0,0.49999999999999994,0.8660254037844387,0.8783997085964059,0.0,0.0,0.0,96455.0,49662.333333333336,24831.166666666668,55479.125,60823.68805133954,148987.0,148987.0,0.0,0.0,0.0,1.0,21283.857142857134,1.0
2021-02,AWS,153809.0,260200.0,116312.5,46.3125,75.375,61.0,1.3,66.0,1.0,5.853383458646617,1.0,1.0,1.0,0.8660254037844386,0.5000000000000001,0.8790067994171928,148987.0,0.0,0.0,100635.5,100932.0,50466.0,59910.25,78196.45991219806,4822.0,-144165.0,0.03236523992026141,1.0323652399202614,0.0,1.0323652399202614,34743.028571428564,1.0
2021-03,AWS,158636.0,263900.0,117187.5,47.3125,76.25,61.9375,1.4,67.0,1.0,5.853383458646617,1.0,1.0,1.0,1.0,6.123233995736766e-17,0.8793710539096649,153809.0,0.0,0.0,104138.0,153810.66666666666,76905.33333333333,64451.75,84300.81064299836,4827.0,5.0,0.03138307901358184,0.5239038824819349,0.0,1.0313830790135818,40102.685714285704,1.0
2021-04,AWS,163533.0,267600.0,118062.5,48.3125,77.125,62.875,1.5,68.0,1.0,5.853383458646617,1.0,1.0,1.0,0.8660254037844387,-0.4999999999999998,0.8797353084021369,158636.0,148987.0,0.0,107691.5,158659.33333333334,104160.83333333333,69105.20833333333,80828.06694562641,4897.0,70.0,0.030869411735041208,0.3544032490161064,0.0976326793612865,1.0308694117350412,37096.99999999999,1.0
2021-05,AWS,109319.0,166300.0,125611.11111111111,50.666666666666664,88.77777777777777,69.66666666666667,1.6,69.0,1.0,5.853383458646617,1.0,1.0,1.0,0.49999999999999994,-0.8660254037844387,0.8773069451189897,163533.0,153809.0,0.0,111296.0,143829.33333333334,122380.66666666667,68940.45833333333,63009.89692632949,-54214.0,-59111.0,-0.3315171861336855,0.17492019553094984,-0.28925485504749393,0.6684828138663145,17001.71428571428,1.0
2021-06,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109319.0,158636.0,0.0,93001.5,90950.66666666667,122380.66666666667,61190.333333333336,63009.89692632949,-109319.0,-55105.0,-1.0,0.0,-1.0,0.0,-24957.371428571423,1.0
2021-07,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163533.0,148987.0,0.0,36439.666666666664,97549.5,61190.333333333336,78001.08348670547,0.0,109319.0,0.0,-0.20290105735655417,-1.0,0.0,-37119.05714285716,1.0
2021-08,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109319.0,153809.0,0.0,0.0,71914.66666666667,61190.333333333336,81029.3164914197,0.0,0.0,0.0,-0.2627879520995323,-1.0,0.0,-39802.799999999996,1.0
2021-09,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158636.0,0.0,0.0,45475.333333333336,61190.333333333336,72506.06898644181,0.0,0.0,0.0,-0.3676486947493326,0.0,0.0,-32732.05714285714,1.0
2021-10,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163533.0,0.0,0.0,18219.833333333332,61190.333333333336,44629.29486521892,0.0,0.0,0.0,-0.5993468986850015,0.0,0.0,-15616.999999999996,1.0
2021-11,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109319.0,0.0,0.0,0.0,61190.333333333336,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
2021-12,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61190.333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01,AWS,75438.5,117050.0,133200.0,65.9,76.0,55.2,1.8,82.0,1.0,5.853383458646617,1.0,1.0,1.0,0.49999999999999994,0.8660254037844387,0.8752428363283147,0.0,0.0,0.0,148987.0,25146.166666666668,12573.083333333334,55061.291666666664,30797.638660157947,75438.5,75438.5,0.0,0.0,0.0,1.0,10776.928571428569,1.0
2022-02,AWS,78229.0,119750.0,134600.0,66.9,77.0,56.2,1.9,84.0,1.0,5.853383458646617,1.0,1.0,1.0,0.8660254037844386,0.5000000000000001,0.8756070908207867,75438.5,0.0,0.0,153809.0,51222.5,25611.25,48762.958333333336,39686.58958357332,2790.5,-72648.0,0.0369903961505067,1.0369903961505065,0.0,1.0369903961505067,17641.728571428568,1.0
2022-03,AWS,80773.0,122200.0,136000.0,67.9,78.0,57.1,2.0,86.0,1.0,5.853383458646617,1.0,1.0,1.0,1.0,6.123233995736766e-17,0.8759713453132587,78229.0,0.0,0.0,158636.0,78146.83333333333,39073.416666666664,42274.375,42836.03602624381,2544.0,-246.5,0.032519909496478316,0.5256348935201001,0.0,1.0325199094964783,20399.728571428568,1.0
2022-04,AWS,83220.0,124650.0,137400.0,68.9,79.0,57.9,2.1,88.0,1.0,5.853383458646617,1.0,1.0,1.0,0.8660254037844387,-0.4999999999999998,0.8765784361340456,80773.0,75438.5,0.0,163533.0,80740.66666666667,52943.416666666664,35581.625,41091.50141381621,2447.0,-97.0,0.030294776719943517,0.35497279693568307,0.10315024821543384,1.0302947767199435,18891.699999999993,1.0
2022-05,AWS,85708.0,127100.0,138800.0,69.9,80.0,58.7,2.2,90.0,1.0,5.853383458646617,1.0,1.0,1.0,0.49999999999999994,-0.8660254037844387,0.8771855269548325,83220.0,78229.0,0.0,109319.0,83233.66666666667,67228.08333333333,33614.041666666664,33132.34004476081,2488.0,41.0,0.029896659456861263,0.26981006451856615,0.09560393204566076,1.0298966594568613,12983.671428571424,1.0
2022-06,AWS,88237.0,129550.0,140200.0,70.9,80.9,59.5,2.3,92.0,1.0,5.853383458646617,1.0,1.0,1.0,1.2246467991473532e-16,-1.0,0.8779140359397766,85708.0,80773.0,0.0,0.0,85721.66666666667,81934.25,40967.125,4751.655435213647,2529.0,41.0,0.029507163858683016,0.218750348626628,0.0924071162393374,1.029507163858683,2539.3285714285735,1.0
2022-07,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88237.0,83220.0,75438.5,0.0,57981.666666666664,69361.16666666667,40967.125,34162.6203761752,-88237.0,-90766.0,-1.0,-0.15345332792249067,-1.0,0.0,-10464.714285714279,1.0
2022-08,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85708.0,78229.0,0.0,29412.333333333332,56323.0,40967.125,43698.49742954548,0.0,88237.0,0.0,-0.18797501964355656,-1.0,0.0,-18599.885714285716,1.0
2022-09,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88237.0,80773.0,0.0,0.0,42860.833333333336,40967.125,46978.48790421695,0.0,0.0,0.0,-0.23901721617574823,-1.0,0.0,-21756.02857142857,1.0
2022-10,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83220.0,0.0,0.0,28990.833333333332,40967.125,44919.52566275223,0.0,0.0,0.0,-0.3236054673069819,0.0,0.0,-19807.171428571415,1.0
2022-11,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85708.0,0.0,0.0,14706.166666666666,40967.125,36022.60440565972,0.0,0.0,0.0,-0.4927304607778321,0.0,0.0,-12605.28571428571,1.0
2022-12,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88237.0,0.0,0.0,0.0,40967.125,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
2023-01,AWS,97942.0,139507.0,136111.11111111112,70.55555555555556,80.55555555555556,62.77777777777778,2.0,110.0,1.0,5.853383458646617,5.0,2.0,2.0,0.49999999999999994,0.8660254037844387,0.9769426906265177,0.0,0.0,0.0,75438.5,32647.333333333332,16323.666666666666,42842.416666666664,39984.65406461153,97942.0,97942.0,0.0,0.0,0.0,1.0,13991.71428571428,1.2
2023-02,AWS,101088.0,142456.0,137555.55555555556,71.55555555555556,81.44444444444444,63.55555555555556,2.1,112.0,1.0,5.853383458646617,4.0,2.0,2.0,0.8660254037844386,0.5000000000000001,0.977671199611462,97942.0,0.0,0.0,78229.0,66343.33333333333,33171.666666666664,44747.333333333336,51398.95386354334,3146.0,-94796.0,0.03212105123440412,1.032121051234404,0.0,1.0321210512344041,22836.171428571426,1.2
2023-03,AWS,104289.0,145411.0,139000.0,72.55555555555556,82.33333333333333,64.33333333333333,2.2,114.0,1.0,5.853383458646617,7.0,2.0,2.0,1.0,6.123233995736766e-17,0.9785211267605634,101088.0,0.0,0.0,80773.0,101106.33333333333,50553.166666666664,46707.0,55414.580516021764,3201.0,55.0,0.03166547958214627,0.5239863337185349,0.0,1.0316654795821463,26361.45714285714,1.2
2023-04,AWS,13.0,13.0,9911.41034727144,50.7092555331992,77.125,59.5,2.0,82.0,0.0,5.853383458646617,6.0,1.0,1.0,0.8660254037844387,-0.4999999999999998,0.27187955318115586,104289.0,97942.0,0.0,83220.0,68463.33333333333,50555.333333333336,39773.083333333336,55412.20881237869,-104276.0,-107477.0,-0.9998753463931959,4.2859168070785714e-05,-0.999867268383329,0.0,9030.8,1.0
2023-05,AWS,4.0,4.0,9911.41034727144,50.7092555331992,77.125,59.5,2.0,82.0,0.0,5.853383458646617,3.0,1.0,1.0,0.49999999999999994,-0.8660254037844387,0.22610490529383195,13.0,101088.0,0.0,85708.0,34768.666666666664,50556.0,32631.083333333332,55411.478951567355,-9.0,104267.0,-0.6923076923076923,1.318687115103856e-05,-0.999960430515986,0.0,-8301.885714285709,1.0
2023-06,AWS,8.0,8.0,9911.41034727144,50.7092555331992,77.125,59.5,2.0,82.0,0.0,5.853383458646617,5.0,1.0,1.0,1.2246467991473532e-16,-1.0,0.24249635745507528,4.0,104289.0,0.0,88237.0,8.333333333333334,50557.333333333336,25278.666666666668,55410.019229979145,4.0,13.0,1.0,2.637339451960763e-05,-0.9999232900881205,0.0,-25634.228571428568,1.0
2023-07,AWS,13.0,13.0,9911.41034727144,50.7092555331992,77.125,59.5,2.0,82.0,0.0,5.853383458646617,6.0,1.0,1.0,-0.4999999999999997,-0.8660254037844388,0.27187955318115586,8.0,13.0,97942.0,0.0,8.333333333333334,34235.833333333336,25279.75,53032.869013156895,5.0,1.0,0.625,-0.32283150482620393,0.0,0.0,-23377.914285714283,1.0
2023-08,AWS,13.0,13.0,9911.41034727144,50.7092555331992,77.125,59.5,2.0,82.0,0.0,5.853383458646617,6.0,1.0,1.0,-0.8660254037844385,-0.5000000000000004,0.27187955318115586,13.0,4.0,101088.0,0.0,11.333333333333334,17390.0,25280.833333333332,42571.6419885349,0.0,-5.0,0.0,-0.492052673855366,2.25,0.0,-14896.45714285714,1.0
2023-09,AWS,12.0,12.0,9911.41034727144,50.7092555331992,77.125,59.5,2.0,82.0,0.0,5.853383458646617,5.0,1.0,1.0,-1.0,-1.8369701987210297e-16,0.2683584264205925,13.0,8.0,104289.0,0.0,12.666666666666666,10.5,25281.833333333332,3.728268514275285,-1.0,-1.0,-0.07692307692307687,-0.9993962047153536,0.5,0.0,0.7714285714285715,1.0
2023-10,AWS,15.0,15.0,9911.41034727144,50.7092555331992,77.125,59.5,2.0,82.0,0.0,5.853383458646617,6.0,1.0,1.0,-0.8660254037844386,0.5000000000000001,0.2765541525012142,12.0,13.0,13.0,0.0,13.333333333333334,10.833333333333334,25283.083333333332,4.070215323694979,3.0,4.0,0.25,0.031746031746031855,0.15384615384615374,0.0,1.914285714285714,1.0
2023-11,AWS,14.0,14.0,9911.41034727144,50.7092555331992,77.125,59.5,2.0,82.0,0.0,5.853383458646617,6.0,1.0,1.0,-0.5000000000000004,0.8660254037844384,0.2746721709567751,15.0,13.0,4.0,0.0,13.666666666666666,12.5,25284.25,2.4289887020664285,-1.0,-4.0,-0.06666666666666665,0.15384615384615374,0.07692307692307687,0.0,0.9999999999999998,1.0
2023-12,AWS,6.0,6.0,9911.41034727144,50.7092555331992,77.125,59.5,2.0,82.0,0.0,5.853383458646617,4.0,1.0,1.0,-2.4492935982947064e-16,1.0,0.23144730451675571,14.0,12.0,8.0,0.0,11.666666666666666,12.166666666666666,25284.75,3.188518900899711,-8.0,-7.0,-0.5714285714285714,-0.026666666666666727,-0.5,0.0,-0.8285714285714284,1.0
2024-01,AWS,105166.5,138559.0,145375.0,73.75,80.0,62.5,2.5,140.0,1.0,5.853383458646617,5.0,2.0,2.0,0.49999999999999994,0.8660254037844387,0.9819208353569694,6.0,15.0,13.0,97942.0,35062.166666666664,17537.75,25886.791666666668,42929.14497605313,105160.5,105168.5,17526.75,1440.4589041095892,7010.1,4.0,15021.385714285707,1.2
2024-02,AWS,108340.0,141259.0,147000.0,75.125,81.375,63.875,2.6,145.0,1.0,5.853383458646617,6.0,2.0,2.0,0.8660254037844386,0.5000000000000001,0.9841063623118018,105166.5,14.0,13.0,101088.0,71170.83333333333,35592.25,26491.125,55130.20834873554,3173.5,-101987.0,0.030175959074420167,1.029465011190147,7737.571428571428,1.0301759590744202,24488.185714285708,1.2
2024-03,AWS,111553.0,143958.0,148625.0,76.5,82.5,65.0,2.7,150.0,1.0,5.853383458646617,5.0,2.0,2.0,1.0,6.123233995736766e-17,0.9876274890723653,108340.0,6.0,12.0,104289.0,108353.16666666667,54182.416666666664,27096.458333333332,59375.44093850301,3213.0,39.5,0.029656636514675982,0.5223093978792199,18591.166666666668,1.029656636514676,28223.67142857142,1.2
2024-04,AWS,10.0,10.0,9911.41034727144,50.7092555331992,77.125,59.5,2.0,82.0,0.0,5.853383458646617,6.0,1.0,1.0,0.8660254037844387,-0.4999999999999998,0.2568844099077222,111553.0,105166.5,15.0,13.0,73301.0,54181.583333333336,27096.208333333332,59376.35325313991,-111543.0,-114756.0,-0.9999103565121512,-1.5380143312038186e-05,-0.999904912686074,0.0,9651.271428571428,1.0
2024-05,AWS,10.0,10.0,9911.41034727144,50.7092555331992,77.125,59.5,2.0,82.0,0.0,5.853383458646617,5.0,1.0,1.0,0.49999999999999994,-0.8660254037844387,0.2568844099077222,10.0,108340.0,14.0,4.0,37191.0,54180.916666666664,27096.708333333332,59377.083091388544,0.0,111543.0,0.0,-1.2304303891763624e-05,-0.9999076979878161,0.0,-8921.042857142857,1.0
2024-06,AWS,9.0,9.0,9911.41034727144,50.7092555331992,77.125,59.5,2.0,82.0,0.0,5.853383458646617,4.0,1.0,1.0,1.2246467991473532e-16,-1.0,0.24972073822243807,10.0,111553.0,6.0,8.0,9.666666666666666,54181.416666666664,27096.791666666668,59376.53566891267,-1.0,-1.0,-0.09999999999999998,9.228341466993584e-06,-0.999919320860936,0.0,-27494.871428571412,1.0
2024-07,AWS,16.0,16.0,9911.41034727144,50.7092555331992,77.125,59.5,2.0,82.0,0.0,5.853383458646617,6.0,1.0,1.0,-0.4999999999999997,-0.8660254037844388,0.2778897523069451,9.0,10.0,105166.5,13.0,11.666666666666666,36656.333333333336,27097.041666666668,56779.41053821056,7.0,8.0,0.7777777777777777,-0.3234519215536692,0.6000000000000001,0.0,-25035.77142857143,1.0
2024-08,AWS,11.0,11.0,9911.41034727144,50.7092555331992,77.125,59.5,2.0,82.0,0.0,5.853383458646617,5.0,1.0,1.0,-0.8660254037844385,-0.5000000000000004,0.26350169985429817,16.0,10.0,108340.0,13.0,12.0,18601.5,27096.875,45536.74923289966,-5.0,-12.0,-0.3125,-0.4925433531267903,0.10000000000000009,0.0,-15934.085714285711,1.0
2024-09,AWS,11.0,11.0,9911.41034727144,50.7092555331992,77.125,59.5,2.0,82.0,0.0,5.853383458646617,5.0,1.0,1.0,-1.0,-1.8369701987210297e-16,0.26350169985429817,11.0,9.0,111553.0,12.0,12.666666666666666,11.166666666666666,27096.791666666668,2.4832743780652033,0.0,5.0,0.0,-0.9993996899891586,0.22222222222222232,0.0,0.42857142857142827,1.0
2024-10,AWS,10.0,10.0,9911.41034727144,50.7092555331992,77.125,59.5,2.0,82.0,0.0,5.853383458646617,6.0,1.0,1.0,-0.8660254037844386,0.5000000000000001,0.2568844099077222,11.0,16.0,10.0,15.0,10.666666666666666,11.166666666666666,27096.375,2.4832743780652033,-1.0,-1.0,-0.09090909090909094,0.0,-0.375,0.0,0.028571428571428983,1.0
2024-11,AWS,8.0,8.0,9911.41034727144,50.7092555331992,77.125,59.5,2.0,82.0,0.0,5.853383458646617,4.0,1.0,1.0,-0.5000000000000004,0.8660254037844384,0.24249635745507528,10.0,11.0,10.0,14.0,9.666666666666666,10.833333333333334,27095.875,2.786871298914242,-2.0,-1.0,-0.19999999999999996,-0.02985074626865658,-0.2727272727272727,0.0,-0.6571428571428581,1.0
2024-12,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,9.0,6.0,6.0,9.333333333333334,27095.375,5.278887348345074,-8.0,-6.0,-1.0,-0.1384615384615384,-1.0,0.0,-2.5714285714285707,1.0
2025-01,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,105166.5,2.6666666666666665,6.666666666666667,18331.5,5.278887348312362,0.0,8.0,0.0,-0.2857142857142857,-1.0,0.0,-2.5714285714285716,1.0
2025-02,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,108340.0,0.0,4.833333333333333,9303.166666666666,5.382067598603244,0.0,0.0,0.0,-0.275,-1.0,0.0,-2.6571428571428566,1.0
2025-03,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,111553.0,0.0,3.0,7.083333333333333,4.690414157516454,0.0,0.0,0.0,-0.3793103448275862,0.0,0.0,-2.1142857142857134,1.0
2025-04,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,1.3333333333333333,6.25,3.26598402253924,0.0,0.0,0.0,-0.5555555555555556,0.0,0.0,-1.1428571428571423,1.0
2025-05,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,5.416666666666667,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
2025-06,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-07,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.4166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-09,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-10,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-11,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-12,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-01,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-04,AWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
